,track_id,genre_top,genres_all,split,subset
7856,13559,12,[12],validation,medium
7857,13560,12,[12],training,medium
7858,13561,21,[21],training,small
7859,13562,15,"[286, 15]",training,small
7860,13563,12,"[66, 12]",training,medium
7861,13564,12,[12],training,medium
7863,13566,21,[21],training,small
7864,13567,12,"[26, 12]",validation,medium
7868,13571,15,"[337, 15]",training,small
7873,13576,38,"[1, 38]",test,medium
7874,13577,38,"[1, 38]",test,medium
7875,13578,38,"[1, 38]",test,small
7876,13579,38,"[1, 38]",test,medium
7877,13580,4,"[97, 4]",training,medium
7878,13581,4,"[97, 4]",training,medium
7879,13582,4,"[97, 4]",training,medium
7882,13585,4,"[97, 4]",training,medium
7883,13586,4,"[97, 4]",training,medium
7884,13587,4,"[97, 4]",training,medium
7886,13589,15,[15],validation,medium
7887,13590,15,"[286, 15]",training,medium
7888,13591,21,[21],validation,small
7889,13592,21,[21],validation,medium
7890,13593,21,[21],training,medium
7892,13595,12,"[12, 31]",training,medium
7893,13596,12,[12],training,small
7894,13597,4,[4],training,medium
7895,13598,15,[15],training,medium
7905,13646,4,[4],training,medium
7908,13649,15,[15],training,medium
7909,13661,12,[12],training,medium
7910,13662,21,[21],training,medium
7912,13664,12,[12],training,medium
7914,13666,12,[12],test,small
7916,13668,15,[15],training,small
7917,13670,21,[21],training,small
7918,13671,3,[3],training,medium
7919,13672,15,[15],training,medium
7920,13673,15,[15],test,medium
7949,13706,15,"[297, 15]",test,small
7950,13707,15,"[297, 15]",test,small
7951,13708,15,"[297, 15]",test,small
7952,13709,15,"[297, 15]",test,small
7953,13710,15,"[297, 15]",test,small
7954,13711,15,"[297, 15]",test,small
7962,13725,21,[21],training,medium
7972,13735,21,[21],training,small
7979,13742,21,[21],training,medium
7981,13744,21,[21],training,medium
7984,13747,21,[21],training,small
7985,13748,21,[21],training,small
7986,13749,21,[21],training,small
7995,13760,4,"[97, 4]",test,medium
7996,13761,12,"[66, 12]",training,medium
7997,13762,12,"[66, 12]",training,medium
7998,13763,12,"[66, 12]",training,medium
7999,13764,12,"[66, 12]",training,medium
8000,13765,12,"[66, 12]",training,medium
8001,13766,12,"[66, 12]",training,medium
8002,13767,21,[21],training,small
8003,13768,21,[21],training,small
8007,13772,12,"[25, 12]",training,medium
8011,13776,12,"[12, 85]",training,medium
8033,13804,21,"[100, 21]",training,small
8034,13805,21,"[100, 21]",training,medium
8043,13814,17,[17],test,medium
8054,13833,15,"[286, 15]",training,medium
8055,13834,15,"[286, 15]",training,medium
8056,13835,15,"[286, 15]",training,medium
8059,13838,15,"[286, 15]",training,medium
8060,13839,15,"[286, 15]",training,medium
8084,13863,12,"[113, 26, 12]",training,medium
8085,13864,12,"[113, 26, 12]",training,medium
8088,13867,12,"[113, 26, 12]",training,medium
8089,13868,12,"[113, 26, 12]",training,medium
8100,13879,12,"[27, 12]",training,medium
8112,13891,12,"[27, 12]",training,medium
8116,13895,12,"[27, 12]",training,medium
8127,13908,9,"[9, 137]",training,medium
8128,13909,9,"[9, 137]",training,medium
8129,13910,9,"[9, 137]",training,medium
8130,13911,9,"[9, 137]",training,medium
8131,13912,9,"[9, 137]",training,medium
8132,13913,12,"[25, 12]",training,medium
8133,13914,12,"[25, 12]",training,medium
8135,13927,17,[17],training,small
8136,13928,17,[17],training,small
8137,13929,17,[17],training,small
8138,13930,17,[17],training,small
8167,13976,9,[9],training,medium
8168,13978,9,[9],training,medium
8169,13979,9,"[9, 137]",training,medium
8189,13999,9,[9],training,medium
8200,14014,9,"[137, 169, 9]",training,medium
8201,14015,9,"[137, 169, 9]",training,medium
8202,14016,9,"[9, 137]",training,medium
8203,14017,9,"[9, 137]",training,medium
8204,14018,9,"[9, 169]",training,medium
8205,14019,9,"[9, 169]",training,medium
8239,14053,4,[4],training,medium
8241,14055,4,[4],training,medium
8245,14059,4,[4],training,medium
8246,14060,4,[4],training,medium
8247,14061,4,[4],training,medium
8248,14062,4,[4],training,medium
8249,14063,15,"[185, 15]",training,small
8250,14064,15,"[185, 15]",training,medium
8251,14065,15,"[185, 15]",test,medium
8252,14066,15,"[236, 15]",training,medium
8253,14067,15,"[185, 15]",training,medium
8254,14068,15,"[185, 15]",training,medium
8255,14069,15,"[185, 15]",training,medium
8256,14070,15,"[185, 15]",training,medium
8257,14071,15,"[185, 15]",training,medium
8258,14072,15,"[185, 15]",training,medium
8259,14073,21,"[100, 21]",training,medium
8260,14075,15,"[185, 15]",training,medium
8261,14076,15,"[185, 181, 182, 15]",training,medium
8262,14077,15,"[185, 181, 182, 15]",training,medium
8263,14078,15,"[185, 181, 182, 15]",training,medium
8264,14079,15,"[185, 181, 182, 15]",training,medium
8265,14080,15,"[185, 181, 182, 15]",training,medium
8266,14081,15,"[185, 181, 182, 15]",training,medium
8267,14082,15,"[185, 181, 182, 15]",training,medium
8268,14083,15,"[185, 181, 182, 15]",training,medium
8269,14084,15,"[185, 181, 182, 15]",training,medium
8270,14085,15,"[185, 181, 182, 15]",training,medium
8271,14086,15,"[185, 181, 182, 15]",training,medium
8272,14087,15,"[185, 181, 182, 15]",training,medium
8273,14088,15,"[185, 181, 182, 15]",training,medium
8278,14099,12,"[25, 12]",training,medium
8279,14100,12,"[25, 12]",training,medium
8280,14101,12,"[25, 12]",training,medium
8281,14102,12,"[25, 12]",training,medium
8282,14103,12,"[25, 12]",training,medium
8283,14104,15,"[185, 15]",training,medium
8284,14105,15,"[185, 15]",training,medium
8286,14107,15,"[185, 15]",training,medium
8289,14110,15,"[185, 15]",training,medium
8322,14154,12,"[12, 359]",test,medium
8323,14155,12,"[12, 359]",test,medium
8325,14157,12,"[12, 359]",test,medium
8361,14198,12,"[25, 12, 109]",training,medium
8365,14202,12,"[25, 12, 109]",training,medium
8367,14204,12,"[25, 12, 109]",training,medium
8370,14207,12,"[25, 12, 109]",training,medium
8371,14208,15,"[297, 15]",training,small
8372,14209,15,"[297, 15]",training,medium
8373,14210,15,"[297, 15]",training,medium
8374,14211,15,"[297, 15]",training,medium
8375,14212,15,"[297, 15]",training,medium
8376,14213,15,"[297, 15]",training,medium
8377,14214,12,"[88, 12]",training,medium
8378,14215,12,"[88, 12]",training,medium
8379,14216,12,"[88, 12]",training,medium
8380,14217,12,"[88, 12]",training,medium
8381,14218,12,"[88, 12]",training,medium
8382,14219,12,"[88, 12]",training,medium
8383,14220,12,"[88, 12]",training,medium
8384,14221,12,"[88, 12]",training,medium
8385,14222,12,"[88, 12]",training,medium
8386,14223,12,"[88, 12]",training,medium
8462,14315,2,"[2, 118]",validation,small
8463,14316,2,"[2, 118]",validation,small
8464,14317,2,"[2, 118]",validation,small
8465,14318,2,"[2, 118]",validation,small
8466,14319,2,"[2, 118]",validation,small
8467,14320,2,"[2, 118]",validation,small
8487,14340,15,[15],training,medium
8488,14341,15,[15],training,medium
8489,14342,15,[15],training,medium
8490,14343,15,[15],training,medium
8491,14344,15,[15],training,small
8492,14345,15,[15],training,medium
8493,14346,15,[15],training,medium
8494,14347,15,"[286, 15]",training,medium
8495,14348,15,[15],validation,medium
8496,14349,38,"[32, 1, 38]",training,medium
8505,14358,21,[21],training,small
8506,14359,21,[21],test,medium
8507,14360,21,[21],test,medium
8508,14361,21,[21],test,medium
8510,14363,21,"[100, 21]",validation,small
8511,14364,21,"[100, 21]",validation,medium
8512,14365,21,"[100, 21]",validation,small
8513,14366,21,[21],training,medium
8524,14379,21,[21],training,medium
8525,14380,21,[21],training,medium
8531,14386,21,[21],training,small
8532,14387,21,[21],training,medium
8533,14388,21,[21],training,medium
8534,14389,21,[21],validation,medium
8535,14390,21,[21],validation,medium
8536,14391,21,[21],validation,small
8539,14394,4,"[74, 4]",training,medium
8552,14409,12,"[66, 12]",training,medium
8566,14435,12,"[25, 12]",training,medium
8571,14440,12,"[25, 12]",training,medium
8590,14477,15,"[184, 42, 181, 15]",training,medium
8591,14478,15,"[184, 42, 181, 15]",training,medium
8592,14479,15,"[184, 42, 181, 15]",training,medium
8593,14481,15,"[184, 42, 181, 15]",training,medium
8600,14489,12,"[361, 12, 109, 25]",test,medium
8602,14491,12,"[361, 12, 109, 25]",test,medium
8603,14492,12,"[361, 12, 109, 25]",test,medium
8604,14493,12,"[361, 12, 109, 25]",test,medium
8605,14494,15,[15],training,medium
8609,14498,15,[15],training,medium
8631,14538,21,[21],training,small
8632,14539,21,[21],training,small
8633,14540,21,[21],training,medium
8634,14541,21,[21],training,small
8635,14542,21,[21],training,small
8636,14543,21,[21],training,medium
8646,14556,12,"[66, 12]",validation,medium
8648,14558,12,"[66, 12]",validation,medium
8649,14559,12,"[66, 12]",validation,medium
8651,14562,12,"[66, 12]",validation,medium
8652,14564,12,"[66, 12]",validation,medium
8653,14566,38,"[41, 38]",training,medium
8655,14568,1235,"[18, 1235]",training,small
8656,14569,1235,"[18, 1235]",training,small
8657,14570,1235,"[18, 1235]",training,small
8658,14571,1235,"[18, 1235]",training,small
8659,14572,1235,"[18, 1235]",training,small
8661,14576,1235,"[18, 1235]",training,small
8662,14577,1235,"[18, 1235]",training,small
8663,14578,1235,"[18, 1235]",training,small
8664,14579,1235,"[18, 1235]",training,small
8665,14580,1235,"[18, 1235]",training,small
8666,14581,1235,"[18, 1235]",training,small
8667,14583,1235,"[18, 1235]",training,small
8668,14584,1235,"[18, 1235]",training,small
8669,14585,1235,"[18, 1235]",training,small
8670,14586,1235,"[18, 1235]",training,small
8672,14588,1235,"[18, 1235]",training,small
8673,14589,1235,"[18, 1235]",training,small
8674,14590,1235,"[18, 1235]",training,small
8676,14601,2,"[2, 92, 214]",test,small
8677,14602,2,"[2, 92, 214]",test,small
8678,14603,2,"[2, 92, 214]",test,small
8679,14604,2,"[2, 92, 214]",test,small
8704,14649,5,"[187, 5]",training,medium
8707,14652,15,"[240, 297, 15]",training,medium
8708,14653,12,"[66, 12]",test,small
8710,14656,12,"[66, 12]",validation,medium
8714,14661,17,"[17, 103]",training,small
8716,14663,10,"[362, 10]",test,small
8719,14666,15,"[297, 15]",training,medium
8720,14667,15,"[297, 15, 183]",training,medium
8721,14668,15,"[297, 15, 183]",training,medium
8722,14669,15,"[297, 15, 183]",test,medium
8723,14670,15,"[297, 15, 183]",training,medium
8724,14671,15,"[297, 15, 183]",training,medium
8725,14672,15,"[297, 15, 183]",training,medium
8726,14673,15,"[297, 15, 183]",training,medium
8727,14674,15,"[297, 15, 183]",training,medium
8728,14675,15,"[297, 15, 183]",training,medium
8729,14676,15,"[297, 15, 183]",training,medium
8730,14677,15,"[297, 15, 183]",training,medium
8731,14678,15,"[297, 15, 183]",training,medium
8732,14679,15,"[297, 15, 183]",training,medium
8733,14680,15,"[297, 15, 183]",training,medium
8734,14681,15,"[297, 15, 183]",validation,medium
8735,14682,15,"[297, 15, 183]",validation,medium
8737,14684,17,"[17, 103]",training,small
8743,14690,38,"[38, 22]",test,small
8745,14693,17,"[17, 103]",training,small
8779,14733,12,[12],test,small
8780,14734,12,[12],test,small
8781,14735,12,[12],test,small
8782,14736,12,[12],test,small
8783,14737,12,[12],test,small
8784,14738,12,[12],test,small
8785,14739,12,[12],test,small
8786,14740,12,[12],test,small
8787,14741,12,[12],test,small
8788,14742,12,[12],test,small
8789,14743,12,[12],test,small
8790,14744,12,[12],test,small
8791,14745,12,[12],test,small
8799,14754,12,"[58, 45, 12, 53]",test,medium
8803,14758,12,"[58, 45, 12, 53]",test,medium
8805,14773,15,[15],training,medium
8806,14774,20,"[20, 374]",training,medium
8807,14775,15,[15],training,medium
8808,14776,15,[15],training,medium
8809,14777,20,"[20, 374]",training,medium
8810,14778,15,[15],training,medium
8811,14779,20,"[20, 374]",training,medium
8812,14780,15,[15],training,medium
8813,14781,20,"[20, 374]",training,medium
8815,14783,15,[15],training,medium
8816,14785,20,"[65, 20, 166]",training,medium
8818,14787,12,"[27, 12]",training,medium
8820,14791,15,"[181, 15]",training,medium
8821,14792,15,"[181, 15]",training,medium
8822,14793,15,"[181, 15]",training,medium
8823,14794,15,"[181, 15]",training,medium
8824,14795,15,"[181, 15]",training,medium
8825,14796,15,"[181, 15]",training,medium
8827,14798,15,"[181, 15]",training,medium
8828,14799,15,"[181, 15]",validation,medium
8829,14800,15,"[181, 15]",training,medium
8830,14801,15,"[181, 15]",training,medium
8831,14802,15,"[181, 15]",training,medium
8832,14803,15,"[181, 15]",training,medium
8837,14808,17,"[17, 103]",training,medium
8838,14809,17,"[17, 103]",training,small
8841,14812,17,"[17, 103]",training,medium
8847,14818,15,"[181, 15]",training,medium
8849,14820,15,"[181, 15]",training,medium
8852,14824,15,"[181, 15]",validation,medium
8856,14862,15,"[181, 15]",training,medium
8857,14863,15,"[181, 15]",validation,medium
8858,14866,15,"[181, 15]",training,medium
8859,14867,15,"[181, 15]",training,medium
8860,14868,15,"[181, 15]",training,medium
8861,14869,15,"[181, 15]",validation,small
8862,14870,15,"[181, 15]",training,medium
8863,14871,15,"[181, 15]",training,medium
8864,14874,15,"[181, 15]",training,medium
8865,14876,15,"[181, 15]",training,medium
8866,14877,15,"[181, 15]",training,medium
8867,14879,15,"[181, 15]",training,medium
8880,14898,9,[9],training,medium
8881,14899,9,[9],training,medium
8882,14900,9,[9],training,medium
8883,14901,9,[9],training,medium
8886,14907,9,"[9, 137, 63]",training,medium
8887,14908,9,"[9, 137, 63]",training,medium
8888,14909,15,"[181, 15]",training,medium
8891,14918,15,"[181, 15]",validation,medium
8892,14920,15,"[181, 15]",validation,medium
8893,14921,15,"[181, 15]",validation,medium
8894,14922,15,"[181, 15]",validation,medium
8897,14941,9,"[137, 9]",training,medium
8898,14942,9,"[137, 9]",training,medium
8899,14944,15,"[181, 15]",validation,medium
8900,14945,15,"[181, 15]",training,medium
8901,14946,15,"[181, 15]",training,medium
8902,14948,15,"[181, 15]",training,medium
8903,14949,15,"[181, 15]",training,medium
8904,14952,9,"[137, 9]",training,medium
8906,14954,9,"[137, 9]",training,medium
8907,14955,9,"[137, 9]",training,medium
8908,14956,9,"[137, 9]",training,medium
8909,14957,9,"[137, 9]",training,medium
8910,14958,9,"[137, 9]",training,medium
8911,14959,9,"[137, 9]",training,medium
8912,14960,15,"[181, 15]",validation,medium
8913,14961,15,"[181, 15]",training,medium
8914,14964,9,"[137, 9]",test,medium
8915,14967,9,"[137, 9]",test,medium
8917,14969,9,"[137, 9]",test,medium
8918,14970,9,"[137, 9]",test,medium
8919,14971,9,"[9, 169]",training,medium
8920,14972,9,"[9, 169]",training,medium
8921,14973,15,"[181, 15]",training,medium
8922,14974,15,"[181, 15]",training,medium
8923,14975,15,"[181, 15]",training,medium
8931,14997,15,"[181, 15]",training,medium
8935,15002,15,"[181, 15]",training,medium
8937,15010,15,"[181, 15]",training,medium
8938,15011,15,"[181, 15]",training,medium
8939,15022,15,"[181, 15]",training,medium
8940,15023,15,"[181, 15]",training,medium
8994,15094,38,"[41, 38]",test,small
8995,15095,38,"[41, 38]",test,medium
9005,15105,15,"[297, 15]",training,medium
9006,15106,15,"[297, 15]",training,medium
9008,15108,15,"[297, 15]",training,medium
9012,15124,12,[12],training,medium
9013,15130,12,[12],training,medium
9016,15139,4,[4],training,medium
9017,15140,4,[4],training,medium
9020,15143,21,[21],training,medium
9022,15145,21,[21],training,medium
9025,15148,21,[21],training,medium
9026,15149,21,[21],training,medium
9029,15152,21,[21],training,medium
9031,15154,21,[21],training,medium
9033,15156,12,[12],training,medium
9034,15157,12,[12],training,medium
9043,15176,12,"[98, 12]",training,medium
9061,15194,12,"[12, 85]",training,medium
9062,15195,12,"[12, 85]",training,medium
9068,15201,21,[21],training,medium
9069,15202,21,[21],training,medium
9070,15203,21,[21],training,medium
9071,15204,21,[21],training,medium
9073,15207,21,[21],training,medium
9074,15208,21,[21],training,medium
9075,15209,21,[21],training,medium
9076,15210,21,[21],training,small
9077,15211,21,[21],training,medium
9078,15213,21,[21],training,medium
9082,15217,38,"[250, 38]",training,medium
9085,15227,12,[12],training,medium
9096,15256,12,"[25, 12, 111]",training,medium
9097,15257,12,"[25, 12, 111]",training,medium
9098,15258,12,"[25, 12, 111]",training,medium
9099,15260,12,"[25, 12, 111]",training,medium
9100,15261,12,"[25, 12, 111]",training,medium
9101,15263,12,"[25, 12, 111]",training,medium
9103,15265,12,"[25, 12, 111]",training,medium
9104,15266,12,"[25, 12, 111]",training,medium
9106,15269,12,"[25, 12, 111]",training,medium
9108,15271,12,"[66, 12]",validation,medium
9124,15304,12,"[25, 12]",training,medium
9127,15307,12,"[25, 12]",training,medium
9145,15364,17,"[33, 17]",training,medium
9147,15366,17,"[33, 17]",training,medium
9149,15369,15,"[297, 15]",training,medium
9150,15370,15,"[297, 15]",training,medium
9151,15372,15,"[297, 15]",training,medium
9152,15373,15,"[297, 15]",training,medium
9153,15374,15,"[297, 15]",training,medium
9154,15375,15,"[297, 15]",training,medium
9155,15376,15,"[297, 15]",training,medium
9196,15436,17,[17],training,medium
9199,15439,17,[17],training,medium
9204,15444,17,[17],training,medium
9219,15464,38,"[38, 22]",training,small
9220,15469,38,"[38, 22]",training,small
9221,15470,38,"[38, 22]",training,medium
9222,15471,38,"[38, 22]",training,small
9223,15472,38,"[38, 22]",training,medium
9224,15473,38,"[38, 22]",training,medium
9225,15474,38,"[38, 22]",training,medium
9226,15475,38,"[38, 22]",training,small
9227,15476,38,"[38, 22]",training,small
9232,15482,21,[21],validation,medium
9236,15487,2,"[2, 174, 86]",training,small
9237,15488,2,"[2, 174, 86]",training,small
9238,15492,21,[21],validation,medium
9239,15493,21,[21],validation,medium
9240,15494,21,[21],validation,medium
9241,15496,12,[12],training,medium
9242,15497,12,[12],training,medium
9243,15498,12,[12],training,medium
9261,15531,12,"[64, 25, 12]",training,medium
9270,15540,38,"[38, 22]",training,small
9271,15541,38,"[38, 22]",training,small
9272,15542,38,"[38, 22]",training,small
9273,15543,38,"[38, 22]",training,small
9274,15544,38,"[38, 22]",training,medium
9315,15607,12,[12],training,medium
9316,15608,12,[12],training,medium
9317,15609,12,[12],training,medium
9318,15612,12,[12],training,medium
9323,15619,38,"[1, 38, 247]",training,medium
9324,15620,12,"[12, 359]",training,medium
9326,15622,38,"[250, 38]",training,medium
9327,15623,38,"[250, 38]",training,medium
9329,15625,38,"[38, 30]",training,small
9332,15628,5,[5],training,medium
9333,15629,5,[5],training,medium
9347,15643,15,[15],test,medium
9352,15648,15,[15],test,medium
9428,15755,12,"[25, 12, 85]",training,medium
9442,15769,15,"[297, 15]",validation,small
9443,15770,15,"[297, 15]",validation,small
9444,15771,15,"[297, 15]",validation,small
9445,15772,15,"[297, 15]",validation,small
9446,15773,15,"[297, 15]",validation,small
9448,15775,4,"[97, 4]",training,medium
9464,15846,38,"[1, 38]",training,medium
9475,15857,21,[21],validation,medium
9476,15858,21,[21],validation,medium
9477,15859,21,[21],validation,medium
9478,15860,21,[21],validation,medium
9480,15863,21,[21],validation,medium
9481,15864,21,[21],validation,medium
9482,15865,21,[21],validation,medium
9483,15866,21,[21],validation,medium
9484,15867,21,[21],validation,medium
9485,15868,21,[21],validation,medium
9486,15869,21,[21],validation,medium
9487,15870,21,[21],validation,medium
9488,15871,21,[21],validation,medium
9497,15880,2,"[2, 172]",training,small
9530,15913,5,"[187, 5]",training,medium
9573,15960,15,"[296, 181, 15]",validation,medium
9574,15961,15,"[296, 181, 15]",validation,medium
9575,15962,15,"[296, 181, 15]",validation,medium
9576,15963,15,"[296, 181, 15]",validation,medium
9577,15964,15,"[296, 181, 15]",validation,medium
9578,15965,15,"[296, 181, 15]",validation,medium
9579,15966,15,"[296, 181, 15]",validation,medium
9580,15967,15,"[296, 181, 15]",validation,medium
9581,15968,15,"[296, 181, 15]",validation,medium
9583,15970,15,"[296, 181, 15]",validation,medium
9597,15985,15,"[181, 15]",training,medium
9598,15986,15,"[181, 15]",training,medium
9600,15988,15,"[181, 15]",training,medium
9601,15989,15,"[181, 15]",training,medium
9603,15991,15,"[181, 15]",training,medium
9604,15992,15,"[181, 15]",training,medium
9605,15993,15,"[181, 15]",training,medium
9606,15994,15,"[181, 15]",training,medium
9607,15995,15,"[181, 15]",training,medium
9608,15996,15,"[181, 15]",training,medium
9609,15997,15,"[181, 15]",training,medium
9635,16023,3,[3],training,medium
9636,16024,3,[3],training,medium
9637,16025,17,"[17, 103]",training,medium
9643,16034,15,"[183, 15]",training,medium
9645,16036,5,"[187, 5]",training,medium
9653,16045,15,"[297, 181, 15]",training,medium
9654,16046,15,"[297, 181, 15]",training,medium
9655,16047,15,"[297, 181, 15]",training,medium
9656,16048,15,"[297, 181, 15]",training,medium
9657,16049,15,"[297, 181, 15]",training,medium
9658,16050,15,"[297, 181, 15]",training,medium
9659,16051,15,"[297, 181, 15]",training,medium
9661,16053,15,"[297, 181, 15]",training,medium
9662,16054,15,"[297, 181, 15]",training,medium
9663,16055,15,"[297, 181, 15]",training,medium
9664,16056,15,"[297, 181, 15]",training,medium
9665,16057,15,"[297, 181, 15]",training,medium
9671,16095,10,"[10, 76]",training,small
9701,16127,15,[15],test,medium
9712,16149,20,"[138, 20]",training,medium
9713,16150,20,"[138, 20]",training,medium
9714,16151,20,"[138, 20]",training,medium
9715,16152,20,"[138, 20]",training,medium
9716,16155,10,"[10, 362]",training,small
9717,16156,12,"[25, 12]",test,medium
9718,16157,12,"[66, 12]",training,medium
9719,16158,10,[10],training,small
9720,16159,12,"[12, 70]",training,medium
9722,16161,21,[21],test,medium
9723,16162,21,[21],training,small
9724,16163,10,[10],training,small
9725,16164,21,[21],test,medium
9726,16165,21,[21],training,medium
9742,16181,12,"[25, 12, 71]",test,medium
9745,16186,12,"[25, 12, 71]",test,medium
9752,16209,12,"[31, 12, 167]",training,medium
9753,16210,12,"[31, 12, 167]",training,medium
9773,16232,4,"[74, 4, 37]",training,medium
9776,16235,4,"[74, 4, 37]",training,medium
9778,16237,4,"[74, 4, 37]",training,medium
9779,16238,4,"[74, 4, 37]",training,medium
9818,16288,12,"[25, 12, 85]",training,medium
9819,16289,12,"[25, 12, 85]",training,medium
9826,16296,12,"[25, 12, 85]",training,medium
9839,16313,12,"[12, 85]",training,medium
9860,16334,2,"[2, 172]",training,small
9862,16337,10,[10],test,small
9863,16338,10,[10],test,small
9864,16339,10,[10],test,small
9865,16340,10,[10],test,small
9866,16342,12,[12],training,medium
9867,16343,12,[12],training,medium
9868,16348,8,[8],training,medium
9869,16351,8,[8],training,medium
9870,16352,8,[8],training,medium
9871,16353,8,[8],training,medium
9872,16354,12,[12],training,small
9874,16365,8,[8],training,medium
9875,16366,8,[8],training,medium
9876,16367,8,[8],training,medium
9877,16369,8,[8],training,medium
9878,16370,8,[8],training,medium
9879,16371,8,[8],training,medium
9880,16372,8,[8],training,medium
9881,16373,8,[8],training,medium
9882,16374,8,[8],training,medium
9883,16375,8,[8],training,medium
9884,16376,8,[8],training,medium
9885,16377,8,[8],test,medium
9886,16378,8,[8],test,medium
9888,16380,8,[8],training,medium
9889,16381,8,[8],training,medium
9890,16382,8,[8],training,medium
9891,16383,8,[8],validation,medium
9892,16384,8,[8],training,medium
9893,16385,8,[8],training,medium
9894,16386,8,[8],training,medium
9895,16387,8,[8],training,medium
9896,16388,8,[8],training,medium
9897,16389,8,[8],training,medium
9898,16390,8,[8],training,medium
9899,16391,8,[8],training,medium
9900,16392,8,[8],training,medium
9901,16393,8,[8],training,medium
9902,16394,8,[8],test,medium
9905,16398,8,[8],training,medium
9906,16399,8,[8],training,medium
9907,16400,8,[8],training,medium
9908,16401,8,[8],test,medium
9909,16402,8,[8],training,medium
9910,16403,8,[8],training,medium
9911,16404,8,[8],training,medium
9912,16405,8,[8],validation,medium
9913,16406,8,[8],training,medium
9916,16421,8,[8],test,medium
9917,16422,8,[8],training,medium
9918,16423,8,[8],training,medium
9919,16424,8,[8],training,medium
9920,16425,8,[8],training,medium
9921,16426,8,[8],training,medium
9922,16427,8,[8],training,medium
9923,16428,8,[8],training,medium
9924,16429,8,[8],training,medium
9925,16430,8,[8],training,medium
9926,16431,8,[8],training,medium
9927,16432,8,[8],training,medium
9928,16433,12,"[88, 12]",training,medium
9929,16434,12,"[88, 12]",training,medium
9930,16435,12,"[88, 12]",training,medium
9931,16436,12,"[88, 12]",training,medium
9932,16437,12,"[88, 12]",training,medium
9933,16438,12,"[88, 12]",training,medium
9934,16439,12,"[88, 12]",training,medium
9936,16441,4,"[74, 4]",validation,medium
9937,16442,4,"[74, 4]",validation,medium
9938,16443,4,"[74, 4]",validation,medium
9939,16444,4,"[74, 4]",validation,medium
9940,16445,4,"[74, 4]",validation,medium
9943,16448,4,"[74, 4]",training,medium
9945,16452,4,"[74, 4]",training,medium
9978,16521,1235,"[107, 1235]",training,medium
9979,16522,1235,"[107, 1235]",training,medium
9980,16523,1235,"[107, 1235]",training,medium
9981,16524,1235,"[107, 1235]",training,medium
9982,16525,1235,"[107, 1235]",training,medium
9983,16526,1235,"[107, 1235]",training,medium
9984,16527,1235,"[107, 1235]",training,medium
9985,16528,1235,"[107, 1235]",training,medium
9986,16529,1235,"[107, 1235]",training,medium
9987,16530,1235,"[107, 1235]",training,medium
9988,16531,1235,"[107, 1235]",training,medium
9989,16532,1235,"[107, 1235]",training,medium
9990,16533,1235,"[107, 1235]",training,medium
10002,16546,21,[21],training,medium
10003,16554,15,"[42, 15]",training,medium
10005,16556,15,"[42, 15]",training,medium
10011,16562,15,"[42, 15]",training,medium
10012,16563,15,"[42, 15]",training,medium
10013,16564,15,"[42, 15]",training,medium
10014,16565,15,"[42, 15]",training,medium
10015,16566,15,"[42, 15]",training,medium
10029,16580,15,"[296, 181, 15]",validation,medium
10030,16581,15,"[296, 181, 15]",validation,medium
10031,16582,15,"[296, 181, 15]",validation,medium
10032,16583,15,"[296, 181, 15]",validation,medium
10033,16584,15,"[296, 181, 15]",validation,medium
10034,16585,15,"[296, 181, 15]",validation,medium
10035,16586,15,"[296, 181, 15]",validation,medium
10036,16587,15,"[296, 181, 15]",validation,medium
10037,16588,15,"[296, 181, 15]",validation,medium
10038,16589,15,"[296, 181, 15]",validation,medium
10039,16590,15,"[296, 181, 15]",validation,medium
10040,16591,15,"[296, 181, 15]",validation,medium
10041,16592,15,"[296, 181, 15]",validation,medium
10093,16690,12,"[25, 12, 45, 111]",training,medium
10094,16691,12,"[25, 12, 45, 111]",training,medium
10095,16692,12,"[25, 12, 45, 111]",training,medium
10096,16693,12,"[25, 12, 45, 111]",training,medium
10097,16694,12,"[25, 12, 45, 111]",training,medium
10098,16695,12,"[25, 12, 45, 111]",training,medium
10099,16696,12,"[25, 12, 45, 111]",training,medium
10101,16698,12,"[25, 12, 45, 111]",training,medium
10102,16699,12,"[25, 12, 45, 111]",training,medium
10103,16700,12,"[25, 12, 45, 111]",training,medium
10104,16701,12,"[25, 12, 45, 111]",training,medium
10105,16702,12,"[25, 12, 45, 111]",training,medium
10106,16703,12,"[25, 12, 45, 111]",training,medium
10133,16731,12,"[66, 12, 45, 53, 58]",training,medium
10135,16733,12,"[66, 12, 45, 53, 58]",training,medium
10138,16736,12,"[66, 12, 45, 53, 58]",training,medium
10139,16737,12,"[66, 12, 45, 53, 58]",training,medium
10145,16743,2,"[81, 2, 92]",training,small
10146,16744,2,"[81, 2, 92]",training,small
10147,16745,2,"[81, 2, 92]",training,small
10149,16747,2,"[81, 2, 92]",training,small
10161,16759,12,"[27, 12]",validation,medium
10163,16761,12,"[27, 12]",validation,medium
10164,16762,12,"[27, 12]",validation,medium
10167,16765,12,"[27, 12]",validation,medium
10170,16769,12,"[27, 12]",validation,medium
10172,16771,12,"[27, 12]",validation,medium
10173,16772,12,"[27, 12]",validation,medium
10207,16810,15,"[297, 15]",training,medium
10212,16819,12,"[404, 12, 85]",training,small
10213,16820,12,"[404, 12, 85]",training,small
10214,16821,12,"[404, 12, 85]",training,small
