
-------
Evaluating test score...

-------
epoch 1 | test_loss: 3.04 | 108.31s | 00:14:58
-------


=======
Batch size: 6 | Epochs: 30 | Learning rate: 0.0009 | Started: 23:26:31

epoch 1 | batch 50/3318 | loss: 2.05 | lr: 8.9871E-04 | 0.72s | 00:00:59
-------

epoch 13 | batch 1/10 | loss: 0.97 | acc: 0.0 | lr: 8.9967E-04 | 0.13s | 00:00:33
epoch 13 | batch 2/10 | loss: 0.97 | acc: 0.0 | lr: 8.9933E-04 | 0.14s | 00:00:33
epoch 13 | batch 3/10 | loss: 0.95 | acc: 0.0 | lr: 8.9900E-04 | 0.14s | 00:00:33
epoch 13 | batch 4/10 | loss: 2.98 | acc: 0.0 | lr: 8.9866E-04 | 0.13s | 00:00:33
epoch 13 | batch 5/10 | loss: 0.92 | acc: 1.0 | lr: 8.9833E-04 | 0.13s | 00:00:33
epoch 13 | batch 6/10 | loss: 3.85 | acc: 0.0 | lr: 8.9799E-04 | 0.14s | 00:00:33
epoch 13 | batch 7/10 | loss: 0.97 | acc: 0.0 | lr: 8.9766E-04 | 0.14s | 00:00:34
epoch 13 | batch 8/10 | loss: 0.97 | acc: 0.0 | lr: 8.9733E-04 | 0.13s | 00:00:34
epoch 13 | batch 9/10 | loss: 0.95 | acc: 0.0 | lr: 8.9699E-04 | 0.13s | 00:00:34
epoch 13 | batch 10/10 | loss: 0.91 | acc: 1.0 | lr: 8.9666E-04 | 0.13s | 00:00:34

-------
Evaluating train score (10 samples)...

-------
epoch 13 | train_loss: 1.41 | acc: 0.40 | 0.59s | 00:00:35
-------

epoch 14 | batch 1/10 | loss: 0.97 | acc: 0.0 | lr: 8.9964E-04 | 0.13s | 00:00:35
epoch 14 | batch 2/10 | loss: 0.97 | acc: 0.0 | lr: 8.9928E-04 | 0.13s | 00:00:35
epoch 14 | batch 3/10 | loss: 0.95 | acc: 0.0 | lr: 8.9892E-04 | 0.14s | 00:00:35
epoch 14 | batch 4/10 | loss: 2.87 | acc: 0.0 | lr: 8.9856E-04 | 0.14s | 00:00:35
epoch 14 | batch 5/10 | loss: 0.92 | acc: 1.0 | lr: 8.9820E-04 | 0.14s | 00:00:36
epoch 14 | batch 6/10 | loss: 3.66 | acc: 0.0 | lr: 8.9784E-04 | 0.14s | 00:00:36
epoch 14 | batch 7/10 | loss: 0.98 | acc: 0.0 | lr: 8.9748E-04 | 0.14s | 00:00:36
epoch 14 | batch 8/10 | loss: 0.97 | acc: 0.0 | lr: 8.9712E-04 | 0.13s | 00:00:36
epoch 14 | batch 9/10 | loss: 0.95 | acc: 0.0 | lr: 8.9676E-04 | 0.13s | 00:00:36
epoch 14 | batch 10/10 | loss: 0.92 | acc: 1.0 | lr: 8.9640E-04 | 0.14s | 00:00:37

-------
Evaluating train score (10 samples)...

-------
epoch 14 | train_loss: 1.39 | acc: 0.40 | 0.59s | 00:00:37
-------

epoch 15 | batch 1/10 | loss: 0.97 | acc: 0.0 | lr: 8.9961E-04 | 0.13s | 00:00:37
epoch 15 | batch 2/10 | loss: 0.97 | acc: 0.0 | lr: 8.9923E-04 | 0.14s | 00:00:37
epoch 15 | batch 3/10 | loss: 0.96 | acc: 0.0 | lr: 8.9884E-04 | 0.16s | 00:00:38
epoch 15 | batch 4/10 | loss: 2.77 | acc: 0.0 | lr: 8.9846E-04 | 0.16s | 00:00:38
epoch 15 | batch 5/10 | loss: 0.92 | acc: 1.0 | lr: 8.9807E-04 | 0.14s | 00:00:38
epoch 15 | batch 6/10 | loss: 3.49 | acc: 0.0 | lr: 8.9769E-04 | 0.14s | 00:00:38
epoch 15 | batch 7/10 | loss: 0.98 | acc: 0.0 | lr: 8.9730E-04 | 0.14s | 00:00:38
epoch 15 | batch 8/10 | loss: 0.98 | acc: 0.0 | lr: 8.9692E-04 | 0.14s | 00:00:39
epoch 15 | batch 9/10 | loss: 0.95 | acc: 0.0 | lr: 8.9653E-04 | 0.14s | 00:00:39
epoch 15 | batch 10/10 | loss: 0.92 | acc: 1.0 | lr: 8.9615E-04 | 0.13s | 00:00:39

-------
Evaluating train score (10 samples)...

-------
epoch 15 | train_loss: 1.36 | acc: 0.40 | 0.60s | 00:00:40
-------

epoch 16 | batch 1/10 | loss: 0.98 | acc: 0.0 | lr: 8.9959E-04 | 0.13s | 00:00:40
epoch 16 | batch 2/10 | loss: 0.98 | acc: 0.0 | lr: 8.9918E-04 | 0.13s | 00:00:40
epoch 16 | batch 3/10 | loss: 0.96 | acc: 0.0 | lr: 8.9877E-04 | 0.13s | 00:00:40
epoch 16 | batch 4/10 | loss: 2.69 | acc: 0.0 | lr: 8.9835E-04 | 0.14s | 00:00:40
epoch 16 | batch 5/10 | loss: 0.93 | acc: 1.0 | lr: 8.9794E-04 | 0.13s | 00:00:40
epoch 16 | batch 6/10 | loss: 3.33 | acc: 0.0 | lr: 8.9753E-04 | 0.13s | 00:00:41
epoch 16 | batch 7/10 | loss: 0.99 | acc: 0.0 | lr: 8.9712E-04 | 0.14s | 00:00:41
epoch 16 | batch 8/10 | loss: 0.98 | acc: 0.0 | lr: 8.9671E-04 | 0.13s | 00:00:41
epoch 16 | batch 9/10 | loss: 0.96 | acc: 0.0 | lr: 8.9630E-04 | 0.13s | 00:00:41
epoch 16 | batch 10/10 | loss: 0.93 | acc: 1.0 | lr: 8.9589E-04 | 0.13s | 00:00:41

-------
Evaluating train score (10 samples)...

-------
epoch 16 | train_loss: 1.35 | acc: 0.40 | 0.59s | 00:00:42
-------

epoch 17 | batch 1/10 | loss: 0.98 | acc: 0.0 | lr: 8.9956E-04 | 0.14s | 00:00:42
epoch 17 | batch 2/10 | loss: 0.98 | acc: 0.0 | lr: 8.9913E-04 | 0.13s | 00:00:42
epoch 17 | batch 3/10 | loss: 0.97 | acc: 0.0 | lr: 8.9869E-04 | 0.14s | 00:00:42
epoch 17 | batch 4/10 | loss: 2.63 | acc: 0.0 | lr: 8.9825E-04 | 0.13s | 00:00:43
epoch 17 | batch 5/10 | loss: 0.93 | acc: 1.0 | lr: 8.9781E-04 | 0.13s | 00:00:43
epoch 17 | batch 6/10 | loss: 3.18 | acc: 0.0 | lr: 8.9738E-04 | 0.14s | 00:00:43
epoch 17 | batch 7/10 | loss: 0.99 | acc: 0.0 | lr: 8.9694E-04 | 0.13s | 00:00:43
epoch 17 | batch 8/10 | loss: 0.98 | acc: 0.0 | lr: 8.9651E-04 | 0.13s | 00:00:43
epoch 17 | batch 9/10 | loss: 0.96 | acc: 0.0 | lr: 8.9607E-04 | 0.13s | 00:00:43
epoch 17 | batch 10/10 | loss: 0.93 | acc: 1.0 | lr: 8.9563E-04 | 0.13s | 00:00:44

-------
Evaluating train score (10 samples)...

-------
epoch 17 | train_loss: 1.33 | acc: 0.40 | 0.59s | 00:00:44
-------

epoch 18 | batch 1/10 | loss: 0.99 | acc: 0.0 | lr: 8.9954E-04 | 0.13s | 00:00:44
epoch 18 | batch 2/10 | loss: 0.98 | acc: 0.0 | lr: 8.9907E-04 | 0.13s | 00:00:45
epoch 18 | batch 3/10 | loss: 0.97 | acc: 0.0 | lr: 8.9861E-04 | 0.13s | 00:00:45
epoch 18 | batch 4/10 | loss: 2.59 | acc: 0.0 | lr: 8.9815E-04 | 0.14s | 00:00:45
epoch 18 | batch 5/10 | loss: 0.93 | acc: 1.0 | lr: 8.9769E-04 | 0.13s | 00:00:45
epoch 18 | batch 6/10 | loss: 3.06 | acc: 0.0 | lr: 8.9722E-04 | 0.13s | 00:00:45
epoch 18 | batch 7/10 | loss: 0.99 | acc: 0.0 | lr: 8.9676E-04 | 0.14s | 00:00:45
epoch 18 | batch 8/10 | loss: 0.99 | acc: 0.0 | lr: 8.9630E-04 | 0.13s | 00:00:46
epoch 18 | batch 9/10 | loss: 0.96 | acc: 0.0 | lr: 8.9584E-04 | 0.13s | 00:00:46
epoch 18 | batch 10/10 | loss: 0.93 | acc: 1.0 | lr: 8.9538E-04 | 0.13s | 00:00:46

-------
Evaluating train score (10 samples)...

-------
epoch 18 | train_loss: 1.32 | acc: 0.40 | 0.60s | 00:00:47
-------

epoch 19 | batch 1/10 | loss: 0.99 | acc: 0.0 | lr: 8.9951E-04 | 0.15s | 00:00:47
epoch 19 | batch 2/10 | loss: 0.99 | acc: 0.0 | lr: 8.9902E-04 | 0.14s | 00:00:47
epoch 19 | batch 3/10 | loss: 0.97 | acc: 0.0 | lr: 8.9853E-04 | 0.13s | 00:00:47
epoch 19 | batch 4/10 | loss: 2.56 | acc: 0.0 | lr: 8.9805E-04 | 0.13s | 00:00:47
epoch 19 | batch 5/10 | loss: 0.94 | acc: 1.0 | lr: 8.9756E-04 | 0.13s | 00:00:47
epoch 19 | batch 6/10 | loss: 2.95 | acc: 0.0 | lr: 8.9707E-04 | 0.14s | 00:00:48
epoch 19 | batch 7/10 | loss: 0.99 | acc: 0.0 | lr: 8.9658E-04 | 0.13s | 00:00:48
epoch 19 | batch 8/10 | loss: 0.99 | acc: 0.0 | lr: 8.9610E-04 | 0.13s | 00:00:48
epoch 19 | batch 9/10 | loss: 0.97 | acc: 0.0 | lr: 8.9561E-04 | 0.13s | 00:00:48
epoch 19 | batch 10/10 | loss: 0.93 | acc: 1.0 | lr: 8.9512E-04 | 0.13s | 00:00:48

-------
Evaluating train score (10 samples)...

-------
epoch 19 | train_loss: 1.30 | acc: 0.40 | 0.60s | 00:00:49
-------

epoch 20 | batch 1/10 | loss: 0.99 | acc: 0.0 | lr: 8.9949E-04 | 0.14s | 00:00:49
epoch 20 | batch 2/10 | loss: 0.99 | acc: 0.0 | lr: 8.9897E-04 | 0.14s | 00:00:49
epoch 20 | batch 3/10 | loss: 0.97 | acc: 0.0 | lr: 8.9846E-04 | 0.14s | 00:00:49
epoch 20 | batch 4/10 | loss: 2.53 | acc: 0.0 | lr: 8.9794E-04 | 0.14s | 00:00:50
epoch 20 | batch 5/10 | loss: 0.94 | acc: 1.0 | lr: 8.9743E-04 | 0.13s | 00:00:50
epoch 20 | batch 6/10 | loss: 2.86 | acc: 0.0 | lr: 8.9692E-04 | 0.13s | 00:00:50
epoch 20 | batch 7/10 | loss: 1.00 | acc: 0.0 | lr: 8.9640E-04 | 0.14s | 00:00:50
epoch 20 | batch 8/10 | loss: 0.99 | acc: 0.0 | lr: 8.9589E-04 | 0.13s | 00:00:50
epoch 20 | batch 9/10 | loss: 0.97 | acc: 0.0 | lr: 8.9538E-04 | 0.13s | 00:00:50
epoch 20 | batch 10/10 | loss: 0.94 | acc: 1.0 | lr: 8.9487E-04 | 0.14s | 00:00:51

-------
Evaluating train score (10 samples)...

-------
epoch 20 | train_loss: 1.30 | acc: 0.40 | 0.59s | 00:00:51
-------

epoch 21 | batch 1/10 | loss: 0.99 | acc: 0.0 | lr: 8.9946E-04 | 0.13s | 00:00:51
epoch 21 | batch 2/10 | loss: 0.99 | acc: 0.0 | lr: 8.9892E-04 | 0.13s | 00:00:52
epoch 21 | batch 3/10 | loss: 0.97 | acc: 0.0 | lr: 8.9838E-04 | 0.14s | 00:00:52
epoch 21 | batch 4/10 | loss: 2.52 | acc: 0.0 | lr: 8.9784E-04 | 0.13s | 00:00:52
epoch 21 | batch 5/10 | loss: 0.94 | acc: 1.0 | lr: 8.9730E-04 | 0.15s | 00:00:52
epoch 21 | batch 6/10 | loss: 2.78 | acc: 0.0 | lr: 8.9676E-04 | 0.15s | 00:00:52
epoch 21 | batch 7/10 | loss: 1.00 | acc: 0.0 | lr: 8.9622E-04 | 0.15s | 00:00:53
epoch 21 | batch 8/10 | loss: 0.99 | acc: 0.0 | lr: 8.9569E-04 | 0.13s | 00:00:53
epoch 21 | batch 9/10 | loss: 0.97 | acc: 0.0 | lr: 8.9515E-04 | 0.14s | 00:00:53
epoch 21 | batch 10/10 | loss: 0.94 | acc: 1.0 | lr: 8.9461E-04 | 0.13s | 00:00:53

-------
Evaluating train score (10 samples)...

-------
epoch 21 | train_loss: 1.29 | acc: 0.40 | 0.60s | 00:00:54
-------

epoch 22 | batch 1/10 | loss: 0.99 | acc: 0.0 | lr: 8.9943E-04 | 0.13s | 00:00:54
epoch 22 | batch 2/10 | loss: 0.99 | acc: 0.0 | lr: 8.9887E-04 | 0.13s | 00:00:54
epoch 22 | batch 3/10 | loss: 0.97 | acc: 0.0 | lr: 8.9830E-04 | 0.13s | 00:00:54
epoch 22 | batch 4/10 | loss: 2.51 | acc: 0.0 | lr: 8.9774E-04 | 0.14s | 00:00:54
epoch 22 | batch 5/10 | loss: 0.94 | acc: 1.0 | lr: 8.9717E-04 | 0.13s | 00:00:54
epoch 22 | batch 6/10 | loss: 2.71 | acc: 0.0 | lr: 8.9661E-04 | 0.13s | 00:00:55
epoch 22 | batch 7/10 | loss: 1.00 | acc: 0.0 | lr: 8.9604E-04 | 0.14s | 00:00:55
epoch 22 | batch 8/10 | loss: 0.99 | acc: 0.0 | lr: 8.9548E-04 | 0.13s | 00:00:55
epoch 22 | batch 9/10 | loss: 0.97 | acc: 0.0 | lr: 8.9492E-04 | 0.13s | 00:00:55
epoch 22 | batch 10/10 | loss: 0.94 | acc: 1.0 | lr: 8.9435E-04 | 0.14s | 00:00:55

-------
Evaluating train score (10 samples)...

-------
epoch 22 | train_loss: 1.28 | acc: 0.40 | 0.59s | 00:00:56
-------

epoch 23 | batch 1/10 | loss: 0.99 | acc: 0.0 | lr: 8.9941E-04 | 0.13s | 00:00:56
epoch 23 | batch 2/10 | loss: 0.99 | acc: 0.0 | lr: 8.9882E-04 | 0.13s | 00:00:56
epoch 23 | batch 3/10 | loss: 0.97 | acc: 0.0 | lr: 8.9823E-04 | 0.13s | 00:00:56
epoch 23 | batch 4/10 | loss: 2.50 | acc: 0.0 | lr: 8.9763E-04 | 0.13s | 00:00:57
epoch 23 | batch 5/10 | loss: 0.94 | acc: 1.0 | lr: 8.9704E-04 | 0.13s | 00:00:57
epoch 23 | batch 6/10 | loss: 2.66 | acc: 0.0 | lr: 8.9645E-04 | 0.13s | 00:00:57
epoch 23 | batch 7/10 | loss: 1.00 | acc: 0.0 | lr: 8.9587E-04 | 0.13s | 00:00:57
epoch 23 | batch 8/10 | loss: 0.99 | acc: 0.0 | lr: 8.9528E-04 | 0.13s | 00:00:57
epoch 23 | batch 9/10 | loss: 0.97 | acc: 0.0 | lr: 8.9469E-04 | 0.13s | 00:00:57
epoch 23 | batch 10/10 | loss: 0.94 | acc: 1.0 | lr: 8.9410E-04 | 0.13s | 00:00:58

-------
Evaluating train score (10 samples)...

-------
epoch 23 | train_loss: 1.27 | acc: 0.40 | 0.61s | 00:00:58
-------

epoch 24 | batch 1/10 | loss: 0.99 | acc: 0.0 | lr: 8.9938E-04 | 0.16s | 00:00:58
epoch 24 | batch 2/10 | loss: 0.99 | acc: 0.0 | lr: 8.9877E-04 | 0.13s | 00:00:59
epoch 24 | batch 3/10 | loss: 0.97 | acc: 0.0 | lr: 8.9815E-04 | 0.13s | 00:00:59
epoch 24 | batch 4/10 | loss: 2.49 | acc: 0.0 | lr: 8.9753E-04 | 0.14s | 00:00:59
epoch 24 | batch 5/10 | loss: 0.94 | acc: 1.0 | lr: 8.9692E-04 | 0.14s | 00:00:59
epoch 24 | batch 6/10 | loss: 2.62 | acc: 0.0 | lr: 8.9630E-04 | 0.14s | 00:00:59
epoch 24 | batch 7/10 | loss: 1.00 | acc: 0.0 | lr: 8.9569E-04 | 0.14s | 00:01:00
epoch 24 | batch 8/10 | loss: 0.99 | acc: 0.0 | lr: 8.9507E-04 | 0.13s | 00:01:00
epoch 24 | batch 9/10 | loss: 0.97 | acc: 0.0 | lr: 8.9446E-04 | 0.13s | 00:01:00
epoch 24 | batch 10/10 | loss: 0.93 | acc: 1.0 | lr: 8.9384E-04 | 0.14s | 00:01:00

-------
Evaluating train score (10 samples)...

-------
epoch 24 | train_loss: 1.27 | acc: 0.40 | 0.60s | 00:01:01
-------


=======
Batch size: 1 | Epochs: 500 | Learning rate: 0.0009 | Started: 11:04:58

epoch 1 | batch 1/10 | loss: 3.41 | acc: 0.0 | lr: 8.9997E-04 | 3.92s | 00:00:04
epoch 1 | batch 2/10 | loss: 3.84 | acc: 0.0 | lr: 8.9995E-04 | 0.14s | 00:00:04
epoch 1 | batch 3/10 | loss: 3.76 | acc: 0.0 | lr: 8.9992E-04 | 0.14s | 00:00:05
epoch 1 | batch 4/10 | loss: 4.71 | acc: 0.0 | lr: 8.9990E-04 | 0.14s | 00:00:05
epoch 1 | batch 5/10 | loss: 2.99 | acc: 0.0 | lr: 8.9987E-04 | 0.14s | 00:00:05
epoch 1 | batch 6/10 | loss: 4.49 | acc: 0.0 | lr: 8.9985E-04 | 0.13s | 00:00:05
epoch 1 | batch 7/10 | loss: 2.46 | acc: 0.0 | lr: 8.9982E-04 | 0.14s | 00:00:05
epoch 1 | batch 8/10 | loss: 0.95 | acc: 1.0 | lr: 8.9979E-04 | 0.14s | 00:00:06
epoch 1 | batch 9/10 | loss: 4.60 | acc: 0.0 | lr: 8.9977E-04 | 0.13s | 00:00:06
epoch 1 | batch 10/10 | loss: 2.08 | acc: 0.0 | lr: 8.9974E-04 | 0.13s | 00:00:06

-------
Evaluating train score (10 samples)...

-------
epoch 1 | train_loss: 3.33 | acc: 0.00 | 0.59s | 00:00:07
-------

epoch 2 | batch 1/10 | loss: 3.41 | acc: 0.0 | lr: 8.9995E-04 | 0.13s | 00:00:07
epoch 2 | batch 2/10 | loss: 3.67 | acc: 0.0 | lr: 8.9990E-04 | 0.14s | 00:00:07
epoch 2 | batch 3/10 | loss: 2.76 | acc: 0.0 | lr: 8.9985E-04 | 0.13s | 00:00:07
epoch 2 | batch 4/10 | loss: 2.55 | acc: 0.0 | lr: 8.9979E-04 | 0.14s | 00:00:07
epoch 2 | batch 5/10 | loss: 3.92 | acc: 0.0 | lr: 8.9974E-04 | 0.14s | 00:00:07
epoch 2 | batch 6/10 | loss: 3.37 | acc: 0.0 | lr: 8.9969E-04 | 0.14s | 00:00:08
epoch 2 | batch 7/10 | loss: 3.30 | acc: 0.0 | lr: 8.9964E-04 | 0.14s | 00:00:08
epoch 2 | batch 8/10 | loss: 0.77 | acc: 1.0 | lr: 8.9959E-04 | 0.14s | 00:00:08
epoch 2 | batch 9/10 | loss: 1.77 | acc: 0.0 | lr: 8.9954E-04 | 0.13s | 00:00:08
epoch 2 | batch 10/10 | loss: 1.25 | acc: 1.0 | lr: 8.9949E-04 | 0.14s | 00:00:08

-------
Evaluating train score (10 samples)...

-------
epoch 2 | train_loss: 2.42 | acc: 0.30 | 0.60s | 00:00:09
-------

epoch 3 | batch 1/10 | loss: 2.88 | acc: 0.0 | lr: 8.9992E-04 | 0.14s | 00:00:09
epoch 3 | batch 2/10 | loss: 2.49 | acc: 0.0 | lr: 8.9985E-04 | 0.14s | 00:00:09
epoch 3 | batch 3/10 | loss: 1.82 | acc: 0.0 | lr: 8.9977E-04 | 0.14s | 00:00:09
epoch 3 | batch 4/10 | loss: 3.83 | acc: 0.0 | lr: 8.9969E-04 | 0.14s | 00:00:10
epoch 3 | batch 5/10 | loss: 2.77 | acc: 0.0 | lr: 8.9961E-04 | 0.14s | 00:00:10
epoch 3 | batch 6/10 | loss: 4.48 | acc: 0.0 | lr: 8.9954E-04 | 0.13s | 00:00:10
epoch 3 | batch 7/10 | loss: 1.65 | acc: 0.0 | lr: 8.9946E-04 | 0.14s | 00:00:10
epoch 3 | batch 8/10 | loss: 0.89 | acc: 1.0 | lr: 8.9938E-04 | 0.14s | 00:00:10
epoch 3 | batch 9/10 | loss: 1.94 | acc: 1.0 | lr: 8.9931E-04 | 0.13s | 00:00:10
epoch 3 | batch 10/10 | loss: 1.28 | acc: 1.0 | lr: 8.9923E-04 | 0.13s | 00:00:11

-------
Evaluating train score (10 samples)...

-------
epoch 3 | train_loss: 2.62 | acc: 0.20 | 0.59s | 00:00:11
-------

epoch 4 | batch 1/10 | loss: 2.81 | acc: 0.0 | lr: 8.9990E-04 | 0.13s | 00:00:11
epoch 4 | batch 2/10 | loss: 2.87 | acc: 0.0 | lr: 8.9979E-04 | 0.14s | 00:00:12
epoch 4 | batch 3/10 | loss: 2.87 | acc: 0.0 | lr: 8.9969E-04 | 0.14s | 00:00:12
epoch 4 | batch 4/10 | loss: 3.43 | acc: 0.0 | lr: 8.9959E-04 | 0.14s | 00:00:12
epoch 4 | batch 5/10 | loss: 3.91 | acc: 0.0 | lr: 8.9949E-04 | 0.14s | 00:00:12
epoch 4 | batch 6/10 | loss: 3.53 | acc: 0.0 | lr: 8.9938E-04 | 0.13s | 00:00:12
epoch 4 | batch 7/10 | loss: 3.18 | acc: 0.0 | lr: 8.9928E-04 | 0.14s | 00:00:12
epoch 4 | batch 8/10 | loss: 0.87 | acc: 1.0 | lr: 8.9918E-04 | 0.15s | 00:00:13
epoch 4 | batch 9/10 | loss: 2.25 | acc: 0.0 | lr: 8.9907E-04 | 0.15s | 00:00:13
epoch 4 | batch 10/10 | loss: 1.17 | acc: 1.0 | lr: 8.9897E-04 | 0.14s | 00:00:13

-------
Evaluating train score (10 samples)...

-------
epoch 4 | train_loss: 2.42 | acc: 0.30 | 0.59s | 00:00:14
-------

epoch 5 | batch 1/10 | loss: 2.79 | acc: 0.0 | lr: 8.9987E-04 | 0.14s | 00:00:14
epoch 5 | batch 2/10 | loss: 1.74 | acc: 0.0 | lr: 8.9974E-04 | 0.14s | 00:00:14
epoch 5 | batch 3/10 | loss: 3.57 | acc: 0.0 | lr: 8.9961E-04 | 0.14s | 00:00:14
epoch 5 | batch 4/10 | loss: 2.87 | acc: 0.0 | lr: 8.9949E-04 | 0.14s | 00:00:14
epoch 5 | batch 5/10 | loss: 3.79 | acc: 0.0 | lr: 8.9936E-04 | 0.14s | 00:00:14
epoch 5 | batch 6/10 | loss: 5.25 | acc: 0.0 | lr: 8.9923E-04 | 0.14s | 00:00:15
epoch 5 | batch 7/10 | loss: 2.36 | acc: 0.0 | lr: 8.9910E-04 | 0.14s | 00:00:15
epoch 5 | batch 8/10 | loss: 2.04 | acc: 0.0 | lr: 8.9897E-04 | 0.14s | 00:00:15
epoch 5 | batch 9/10 | loss: 1.09 | acc: 1.0 | lr: 8.9884E-04 | 0.14s | 00:00:15
epoch 5 | batch 10/10 | loss: 1.09 | acc: 1.0 | lr: 8.9871E-04 | 0.14s | 00:00:15

-------
Evaluating train score (10 samples)...

-------
epoch 5 | train_loss: 2.44 | acc: 0.30 | 0.59s | 00:00:16
-------

epoch 6 | batch 1/10 | loss: 3.53 | acc: 0.0 | lr: 8.9985E-04 | 0.14s | 00:00:16
epoch 6 | batch 2/10 | loss: 1.72 | acc: 1.0 | lr: 8.9969E-04 | 0.14s | 00:00:16
epoch 6 | batch 3/10 | loss: 3.20 | acc: 0.0 | lr: 8.9954E-04 | 0.14s | 00:00:17
epoch 6 | batch 4/10 | loss: 2.34 | acc: 0.0 | lr: 8.9938E-04 | 0.14s | 00:00:17
epoch 6 | batch 5/10 | loss: 1.81 | acc: 1.0 | lr: 8.9923E-04 | 0.15s | 00:00:17
epoch 6 | batch 6/10 | loss: 2.87 | acc: 0.0 | lr: 8.9907E-04 | 0.14s | 00:00:17
epoch 6 | batch 7/10 | loss: 1.33 | acc: 1.0 | lr: 8.9892E-04 | 0.14s | 00:00:17
epoch 6 | batch 8/10 | loss: 1.90 | acc: 1.0 | lr: 8.9877E-04 | 0.14s | 00:00:17
epoch 6 | batch 9/10 | loss: 4.31 | acc: 0.0 | lr: 8.9861E-04 | 0.14s | 00:00:18
epoch 6 | batch 10/10 | loss: 2.58 | acc: 0.0 | lr: 8.9846E-04 | 0.13s | 00:00:18

-------
Evaluating train score (10 samples)...

-------
epoch 6 | train_loss: 2.46 | acc: 0.20 | 0.61s | 00:00:18
-------

epoch 7 | batch 1/10 | loss: 3.32 | acc: 0.0 | lr: 8.9982E-04 | 0.15s | 00:00:19
epoch 7 | batch 2/10 | loss: 1.74 | acc: 1.0 | lr: 8.9964E-04 | 0.16s | 00:00:19
epoch 7 | batch 3/10 | loss: 1.56 | acc: 1.0 | lr: 8.9946E-04 | 0.14s | 00:00:19
epoch 7 | batch 4/10 | loss: 2.84 | acc: 0.0 | lr: 8.9928E-04 | 0.14s | 00:00:19
epoch 7 | batch 5/10 | loss: 5.40 | acc: 0.0 | lr: 8.9910E-04 | 0.14s | 00:00:19
epoch 7 | batch 6/10 | loss: 3.67 | acc: 0.0 | lr: 8.9892E-04 | 0.14s | 00:00:19
epoch 7 | batch 7/10 | loss: 1.24 | acc: 1.0 | lr: 8.9874E-04 | 0.15s | 00:00:20
epoch 7 | batch 8/10 | loss: 2.30 | acc: 0.0 | lr: 8.9856E-04 | 0.15s | 00:00:20
epoch 7 | batch 9/10 | loss: 0.90 | acc: 1.0 | lr: 8.9838E-04 | 0.13s | 00:00:20
epoch 7 | batch 10/10 | loss: 1.18 | acc: 1.0 | lr: 8.9820E-04 | 0.14s | 00:00:20

-------
Evaluating train score (10 samples)...

-------
epoch 7 | train_loss: 2.16 | acc: 0.40 | 0.59s | 00:00:21
-------

epoch 8 | batch 1/10 | loss: 2.47 | acc: 0.0 | lr: 8.9979E-04 | 0.14s | 00:00:21
epoch 8 | batch 2/10 | loss: 2.62 | acc: 0.0 | lr: 8.9959E-04 | 0.14s | 00:00:21
epoch 8 | batch 3/10 | loss: 3.20 | acc: 0.0 | lr: 8.9938E-04 | 0.14s | 00:00:21
epoch 8 | batch 4/10 | loss: 4.80 | acc: 0.0 | lr: 8.9918E-04 | 0.14s | 00:00:22
epoch 8 | batch 5/10 | loss: 2.05 | acc: 1.0 | lr: 8.9897E-04 | 0.14s | 00:00:22
epoch 8 | batch 6/10 | loss: 3.42 | acc: 0.0 | lr: 8.9877E-04 | 0.14s | 00:00:22
epoch 8 | batch 7/10 | loss: 1.82 | acc: 0.0 | lr: 8.9856E-04 | 0.14s | 00:00:22
epoch 8 | batch 8/10 | loss: 2.27 | acc: 0.0 | lr: 8.9835E-04 | 0.14s | 00:00:22
epoch 8 | batch 9/10 | loss: 0.80 | acc: 1.0 | lr: 8.9815E-04 | 0.14s | 00:00:22
epoch 8 | batch 10/10 | loss: 1.26 | acc: 1.0 | lr: 8.9794E-04 | 0.14s | 00:00:23

-------
Evaluating train score (10 samples)...

-------
epoch 8 | train_loss: 2.47 | acc: 0.20 | 0.59s | 00:00:23
-------

epoch 9 | batch 1/10 | loss: 3.41 | acc: 0.0 | lr: 8.9977E-04 | 0.13s | 00:00:23
epoch 9 | batch 2/10 | loss: 2.47 | acc: 0.0 | lr: 8.9954E-04 | 0.14s | 00:00:24
epoch 9 | batch 3/10 | loss: 2.88 | acc: 0.0 | lr: 8.9931E-04 | 0.14s | 00:00:24
epoch 9 | batch 4/10 | loss: 3.55 | acc: 0.0 | lr: 8.9907E-04 | 0.14s | 00:00:24
epoch 9 | batch 5/10 | loss: 2.07 | acc: 0.0 | lr: 8.9884E-04 | 0.14s | 00:00:24
epoch 9 | batch 6/10 | loss: 2.92 | acc: 0.0 | lr: 8.9861E-04 | 0.14s | 00:00:24
epoch 9 | batch 7/10 | loss: 1.74 | acc: 0.0 | lr: 8.9838E-04 | 0.14s | 00:00:24
epoch 9 | batch 8/10 | loss: 0.85 | acc: 1.0 | lr: 8.9815E-04 | 0.15s | 00:00:25
epoch 9 | batch 9/10 | loss: 0.73 | acc: 1.0 | lr: 8.9792E-04 | 0.14s | 00:00:25
epoch 9 | batch 10/10 | loss: 1.89 | acc: 1.0 | lr: 8.9769E-04 | 0.14s | 00:00:25

-------
Evaluating train score (10 samples)...

-------
epoch 9 | train_loss: 2.27 | acc: 0.30 | 0.59s | 00:00:26
-------

