,track_id,genre_top,genres_all
20425,032333,10,[10]
20426,032334,10,[10]
20427,032335,10,[10]
20428,032336,10,[10]
20429,032337,10,[10]
20430,032338,10,[10]
20431,032339,10,[10]
20432,032340,10,[10]
20489,032410,38,"[38, 47]"
20510,032432,15,"[240, 297, 15]"
20511,032433,15,"[240, 297, 15]"
20512,032434,15,"[240, 297, 15]"
20514,032436,15,"[240, 297, 15]"
20515,032437,15,"[240, 297, 15]"
20516,032438,15,"[240, 297, 15]"
20517,032439,15,"[240, 297, 15]"
20525,032448,12,[12]
20526,032449,12,[12]
20528,032451,12,[12]
20534,032457,12,[12]
20535,032458,12,"[90, 12, 45, 53, 58, 31]"
20536,032459,12,"[90, 12, 45, 53, 58, 31]"
20537,032460,12,"[90, 12, 45, 53, 58, 31]"
20538,032461,12,"[90, 12, 45, 53, 58, 31]"
20539,032462,12,"[90, 12, 45, 53, 58, 31]"
20547,032472,21,[21]
20548,032473,21,[21]
20553,032478,21,[21]
20582,032508,15,"[468, 15]"
20583,032509,15,"[468, 15]"
20584,032510,15,"[468, 15]"
20585,032511,15,"[468, 15]"
20586,032512,15,"[468, 15]"
20587,032513,15,"[468, 15]"
20589,032515,15,"[468, 15]"
20590,032516,15,"[468, 15]"
20591,032517,15,"[468, 15]"
20592,032518,15,"[468, 15]"
20593,032519,15,"[468, 15]"
20594,032520,15,"[468, 15]"
20595,032521,15,"[468, 15]"
20599,032525,10,"[10, 76]"
20734,032677,12,"[25, 12, 85, 111]"
20735,032678,12,"[25, 12, 85, 111]"
20736,032679,12,"[25, 12, 85, 111]"
20737,032680,12,"[25, 12, 85, 111]"
20738,032681,12,"[25, 12, 85, 111]"
20739,032682,12,"[25, 12, 85, 111]"
20740,032683,12,"[25, 12, 85, 111]"
20741,032684,12,"[25, 12, 85, 111]"
20742,032685,12,"[25, 12, 85, 111]"
20743,032686,21,"[21, 542]"
20744,032687,21,"[21, 542]"
20745,032688,21,"[21, 542]"
20746,032689,21,"[21, 542]"
20747,032690,21,"[21, 542]"
20748,032691,21,"[21, 542]"
20749,032692,21,"[21, 542]"
20750,032693,21,"[21, 542]"
20751,032694,21,"[21, 542]"
20752,032695,21,"[21, 542]"
20754,032697,17,[17]
20778,032742,15,"[297, 15]"
20779,032743,15,"[297, 15]"
20780,032744,15,"[297, 15]"
20781,032745,15,"[297, 15]"
20783,032747,15,"[297, 15]"
20784,032748,15,"[297, 15]"
20786,032750,21,[21]
20791,032755,21,[21]
20794,032758,15,"[286, 15]"
20795,032759,10,[10]
20796,032760,10,[10]
20797,032767,12,"[25, 12, 109]"
20798,032768,12,"[25, 12, 109]"
20799,032769,12,"[25, 12, 109]"
20801,032771,12,"[25, 12, 109]"
20804,032774,12,"[25, 12, 109]"
20805,032775,15,[15]
20806,032776,15,[15]
20815,032791,12,"[98, 12]"
20816,032792,12,"[98, 12]"
20822,032800,17,"[17, 180]"
20832,032811,15,"[236, 15]"
20833,032812,15,"[236, 15]"
20834,032813,15,"[236, 15]"
20835,032814,15,"[236, 15]"
20836,032815,15,"[236, 15]"
20856,032838,15,"[297, 236, 15, 240, 468, 183, 185]"
20857,032839,15,"[297, 236, 15, 240, 468, 183, 185]"
20858,032840,15,"[297, 236, 15, 240, 468, 183, 185]"
20859,032841,15,"[297, 236, 15, 240, 468, 183, 185]"
20860,032842,15,"[297, 236, 15, 240, 468, 183, 185]"
20861,032843,15,"[297, 236, 15, 240, 468, 183, 185]"
20865,032847,15,"[297, 236, 15, 240, 468, 183, 185]"
20866,032848,15,"[297, 236, 15, 240, 468, 183, 185]"
20867,032849,15,"[297, 236, 15, 240, 468, 183, 185]"
20868,032850,15,"[297, 236, 15, 240, 468, 183, 185]"
20869,032851,15,"[297, 236, 15, 240, 468, 183, 185]"
20870,032852,15,"[297, 236, 15, 240, 468, 183, 185]"
20871,032853,15,"[297, 236, 15, 240, 468, 183, 185]"
20872,032854,15,"[297, 236, 15, 240, 468, 183, 185]"
20873,032855,15,"[297, 236, 15, 240, 468, 183, 185]"
20875,032857,15,"[297, 236, 15, 240, 468, 183, 185]"
20892,032874,21,[21]
20893,032875,21,[21]
20894,032876,21,[21]
20897,032879,21,[21]
20898,032880,21,[21]
20899,032881,21,[21]
20900,032882,21,[21]
20901,032883,21,[21]
20913,032895,4,[4]
20918,032900,15,[15]
20933,032915,15,[15]
20974,032956,21,[21]
20976,032958,21,[21]
20977,032959,21,[21]
20980,032962,21,[21]
21003,032987,15,[15]
21017,033012,15,[15]
21022,033017,12,"[66, 27, 12]"
21023,033018,12,"[66, 27, 12]"
21025,033020,12,"[66, 27, 12]"
21053,033049,17,"[17, 103]"
21054,033050,17,"[17, 103]"
21060,033064,15,[15]
21063,033067,2,"[2, 46, 502]"
21064,033068,2,"[2, 46, 502]"
21065,033069,2,"[2, 46, 502]"
21066,033070,2,"[2, 46, 502]"
21067,033071,2,"[2, 46, 502]"
21068,033072,2,"[2, 46, 502]"
21113,033119,15,"[42, 495, 15]"
21114,033120,15,"[42, 495, 15]"
21115,033121,15,"[42, 495, 15]"
21116,033122,15,"[42, 495, 15]"
21117,033123,15,"[42, 495, 15]"
21118,033124,15,"[15, 495]"
21119,033125,15,"[15, 495]"
21120,033126,15,"[15, 495]"
21121,033127,15,"[15, 495]"
21122,033128,15,"[15, 495]"
21123,033129,15,"[15, 495]"
21128,033137,15,"[240, 297, 15]"
21129,033138,15,"[240, 297, 15]"
21130,033139,15,"[240, 297, 15]"
21131,033140,15,"[240, 297, 15]"
21132,033141,15,"[240, 297, 15]"
21135,033144,15,"[495, 286, 15]"
21148,033166,12,[12]
21157,033184,12,[12]
21158,033185,12,[12]
21165,033192,12,[12]
21173,033200,15,"[468, 15]"
21176,033203,15,[15]
21177,033211,15,"[296, 236, 15, 468, 181, 182]"
21179,033213,15,"[296, 236, 15, 468, 181, 182]"
21180,033214,15,"[296, 236, 15, 468, 181, 182]"
21181,033215,15,"[296, 236, 15, 468, 181, 182]"
21182,033216,15,"[296, 236, 15, 468, 181, 182]"
21184,033218,15,"[296, 236, 15, 468, 181, 182]"
21185,033219,15,"[296, 236, 15, 468, 181, 182]"
21186,033220,15,"[296, 236, 15, 468, 181, 182]"
21187,033221,15,"[296, 236, 15, 468, 181, 182]"
21198,033238,15,"[296, 236, 15, 468, 181, 182]"
21199,033239,15,"[296, 236, 15, 468, 181, 182]"
21200,033240,15,"[296, 236, 15, 468, 181, 182]"
21202,033242,15,"[296, 236, 15, 468, 181, 182]"
21226,033271,15,"[495, 286, 15]"
21232,033278,38,"[456, 38]"
21245,033300,15,"[42, 15]"
21246,033301,15,"[42, 15]"
21247,033302,15,"[42, 15]"
21248,033303,15,"[42, 15]"
21249,033304,15,"[42, 15]"
21250,033305,15,"[42, 15]"
21251,033306,15,"[42, 15]"
21252,033307,15,"[42, 15]"
21253,033308,15,"[42, 15]"
21254,033309,15,"[42, 15]"
21275,033331,12,"[66, 12, 45, 53, 90]"
21276,033332,12,"[66, 12, 45, 53, 90]"
21277,033333,12,"[66, 12, 45, 53, 90]"
21279,033335,12,"[66, 12, 45, 53, 90]"
21280,033336,12,"[66, 12, 45, 53, 90]"
21281,033337,12,"[66, 12, 45, 53, 90]"
21282,033338,12,"[66, 12, 45, 53, 90]"
21325,033415,2,"[2, 46]"
21331,033422,2,"[2, 46]"
21333,033424,2,"[2, 46]"
21335,033426,2,"[2, 46]"
21348,033446,17,[17]
21359,033459,12,"[66, 12]"
21360,033460,12,"[66, 12]"
21361,033461,12,"[66, 12]"
21362,033463,12,"[66, 12]"
21363,033464,12,"[66, 12]"
21364,033465,12,"[66, 12]"
21365,033466,12,"[66, 12]"
21366,033467,12,"[66, 12]"
21375,033477,38,"[38, 47]"
21388,033492,15,"[297, 15]"
21389,033493,15,"[297, 15]"
21390,033494,15,"[297, 15]"
21391,033495,15,"[297, 15]"
21392,033496,15,"[297, 15]"
21393,033497,15,"[297, 15]"
21395,033499,15,"[297, 15]"
21396,033500,15,"[297, 15]"
21397,033501,15,"[297, 15]"
21398,033502,15,"[297, 15]"
21429,033538,12,[12]
21430,033539,12,[12]
21431,033540,12,[12]
21432,033541,12,[12]
21433,033542,12,[12]
21434,033543,12,[12]
21435,033544,12,[12]
21436,033545,12,[12]
21437,033546,12,[12]
21438,033547,12,[12]
21443,033552,21,[21]
21446,033555,21,[21]
21528,033651,4,[4]
21574,033772,38,"[1, 186, 38, 41]"
21733,033953,15,"[468, 15]"
21765,033996,38,"[1, 250, 38]"
21772,034003,38,"[1, 250, 38]"
21811,034103,21,[21]
21828,034137,17,[17]
21832,034147,17,[17]
21833,034148,17,[17]
21834,034149,17,[17]
21840,034167,21,[21]
21858,034189,12,"[12, 85]"
21859,034198,12,"[12, 85]"
21880,034254,38,"[456, 38]"
21881,034255,38,"[456, 38]"
21882,034256,38,"[456, 38]"
21883,034257,38,"[456, 38]"
21884,034258,38,"[456, 38]"
21885,034263,38,"[456, 38]"
21886,034264,38,"[456, 38]"
21936,034348,12,"[66, 12]"
21939,034352,12,"[66, 12]"
21945,034360,12,"[66, 12]"
21998,034438,15,"[296, 15]"
21999,034439,15,"[296, 15]"
22000,034440,15,"[296, 15]"
22001,034441,15,"[296, 15]"
22038,034484,17,[17]
22058,034506,38,"[1, 38]"
22059,034507,38,"[1, 38]"
22060,034508,38,"[1, 38]"
22061,034509,38,"[1, 38]"
22062,034510,38,"[1, 38]"
22063,034511,10,[10]
22082,034530,15,"[296, 15]"
22099,034579,12,"[89, 12, 25]"
22143,034642,15,"[184, 42, 468, 15]"
22265,034851,12,"[58, 12]"
22293,034887,12,"[58, 12]"
22357,034984,12,"[25, 12, 71]"
22358,034988,15,"[42, 15]"
22359,034989,15,"[42, 15]"
22362,034994,38,"[1, 38, 247, 186, 30]"
22364,034996,38,"[1, 38, 247, 186, 30]"
22370,035002,38,"[1, 38, 247, 186, 30]"
22374,035006,38,"[1, 38, 247, 186, 30]"
22375,035007,38,"[1, 38, 247, 186, 30]"
22387,035019,38,"[1, 38, 247, 186, 30]"
22473,035149,38,"[250, 38, 47]"
22483,035159,12,"[90, 53, 12, 45]"
22484,035160,12,"[90, 53, 12, 45]"
22485,035161,12,"[90, 53, 12, 45]"
22486,035162,12,"[90, 53, 12, 45]"
22487,035163,12,"[90, 53, 12, 45]"
22586,035284,12,"[88, 89, 12, 25]"
22595,035296,15,"[468, 15]"
22597,035299,15,"[468, 15]"
22684,035391,15,[15]
22685,035392,15,[15]
22688,035397,15,[15]
22713,035443,17,"[17, 103]"
22714,035444,38,"[250, 38]"
22715,035450,4,[4]
22716,035451,4,[4]
22717,035452,4,[4]
22718,035453,4,[4]
22719,035454,4,[4]
22720,035455,4,[4]
22721,035456,4,[4]
22722,035457,4,[4]
22723,035458,4,[4]
22725,035460,4,[4]
22726,035461,4,[4]
22787,035525,12,[12]
22788,035527,12,[12]
22789,035528,12,[12]
22790,035530,12,[12]
22791,035532,12,[12]
22792,035534,12,[12]
22793,035535,12,[12]
22794,035537,12,[12]
22795,035539,12,[12]
22796,035541,12,[12]
22797,035543,12,[12]
22816,035571,12,"[113, 58, 26, 12]"
22825,035586,38,"[32, 1, 38, 22]"
22909,035672,38,"[1, 38, 22]"
22937,035734,17,"[33, 17]"
22987,035784,12,"[25, 12, 85]"
23021,035818,38,"[1, 38, 22]"
23145,035945,12,"[98, 12]"
23146,035946,12,"[98, 12]"
23187,035987,15,"[184, 15, 183]"
23188,035988,15,"[184, 15, 183]"
23189,035989,15,"[184, 15, 183]"
23190,035990,15,"[184, 15, 183]"
23191,035991,15,"[184, 15, 183]"
23192,035992,15,"[184, 15, 183]"
23193,035993,15,"[184, 15, 183]"
23194,035994,15,"[184, 15, 183]"
23234,036050,15,"[240, 297, 15]"
23235,036051,15,"[240, 297, 15]"
23236,036052,15,"[240, 297, 15]"
23237,036053,15,"[240, 297, 15]"
23238,036054,15,"[240, 297, 15]"
23239,036055,15,"[240, 297, 15]"
23240,036056,15,"[240, 297, 15]"
23241,036057,15,"[240, 297, 15]"
23257,036085,12,"[58, 12]"
23294,036138,15,"[42, 15, 400, 181, 182, 286]"
23295,036139,15,"[42, 15, 400, 181, 182, 286]"
23296,036140,15,"[42, 15, 400, 181, 182, 286]"
23297,036141,15,"[42, 15, 400, 181, 182, 286]"
23298,036142,15,"[42, 15, 400, 181, 182, 286]"
23299,036143,15,"[42, 15, 400, 181, 182, 286]"
23300,036144,15,"[42, 15, 400, 468, 182]"
23301,036145,15,"[42, 15, 400, 468, 182]"
23302,036146,15,"[42, 15, 400, 468, 182]"
23303,036147,15,"[42, 15, 400, 468, 182]"
23317,036178,12,"[45, 12, 53]"
23321,036187,12,"[26, 12, 66]"
23322,036188,12,"[26, 12, 66]"
23323,036189,12,"[26, 12, 66]"
23324,036190,12,"[26, 12, 66]"
23325,036191,12,"[26, 12, 66]"
23326,036192,12,"[26, 12, 66]"
23348,036221,12,"[12, 85]"
23358,036241,15,"[468, 15]"
23359,036242,15,"[468, 15]"
23360,036243,15,"[468, 15]"
23361,036244,15,"[468, 15]"
23379,036272,2,"[2, 118]"
23380,036273,2,"[2, 118]"
23382,036275,2,"[2, 118]"
23383,036277,2,"[2, 118]"
23390,036300,21,"[100, 21]"
23391,036301,21,"[100, 21]"
23393,036303,21,[21]
23394,036304,21,[21]
23395,036305,21,[21]
23396,036306,15,"[42, 468, 15]"
23397,036307,15,"[42, 468, 15]"
23398,036308,15,"[42, 468, 15]"
23408,036322,17,[17]
23411,036325,17,[17]
23412,036326,17,[17]
23414,036328,17,[17]
23416,036330,17,[17]
23417,036331,17,[17]
23418,036332,17,[17]
23419,036333,17,[17]
23448,036371,10,[10]
23449,036373,12,[12]
23451,036375,15,"[183, 42, 15]"
23454,036378,15,"[236, 15]"
23456,036380,15,"[491, 468, 15]"
23462,036388,10,[10]
23469,036399,12,"[25, 98, 12, 71]"
23470,036400,12,"[25, 98, 12, 71]"
23471,036402,15,"[297, 15]"
23472,036403,15,"[297, 15]"
23473,036404,15,"[297, 15]"
23474,036405,15,"[297, 15]"
23475,036406,15,"[297, 15]"
23489,036426,15,[15]
23490,036427,15,[15]
23491,036428,15,[15]
23492,036429,15,[15]
23493,036430,15,[15]
23494,036431,15,[15]
23495,036432,15,[15]
23496,036433,15,[15]
23497,036434,15,[15]
23498,036435,15,[15]
23499,036436,15,[15]
23528,036481,12,"[66, 12]"
23532,036485,12,"[66, 12]"
23544,036516,12,"[66, 12]"
23546,036518,12,"[66, 12]"
23548,036520,12,"[66, 12]"
23549,036521,12,"[66, 12]"
23551,036523,12,"[66, 12]"
23553,036525,12,"[66, 12]"
23554,036526,12,"[66, 12]"
23555,036527,12,"[66, 12]"
23592,036567,38,"[224, 1, 186, 38]"
23636,036614,10,"[10, 362]"
23637,036615,10,"[10, 362]"
23638,036616,10,"[10, 362]"
23639,036618,10,"[10, 362]"
23640,036619,10,"[10, 362]"
23663,036643,10,"[10, 362]"
23671,036652,21,[21]
23672,036653,21,[21]
23673,036654,21,[21]
23674,036655,21,[21]
23678,036659,15,"[42, 15]"
23889,036983,21,[21]
23890,036984,21,[21]
23891,036985,21,[21]
23892,036986,21,[21]
23893,036987,21,[21]
23894,036988,21,[21]
23896,036990,21,[21]
23898,036992,21,[21]
23900,036994,21,[21]
23903,036997,21,[21]
23905,036999,2,"[2, 118]"
23920,037014,15,[15]
23921,037015,15,[15]
23923,037017,15,[15]
23924,037018,15,[15]
23927,037021,15,[15]
23942,037041,38,"[32, 38]"
23947,037046,17,"[17, 94, 103]"
23952,037051,12,"[12, 70]"
23975,037074,12,"[12, 70]"
23977,037076,12,"[12, 70]"
23979,037078,12,"[12, 70]"
23980,037079,12,"[12, 70]"
24012,037111,1235,"[18, 1235]"
24013,037113,1235,"[18, 1235]"
24017,037119,1235,"[107, 18, 1235]"
24019,037121,38,[38]
24028,037131,15,"[240, 297, 296, 15]"
24032,037136,10,"[10, 76]"
24037,037141,1235,"[18, 1235]"
24041,037145,12,"[12, 31]"
24043,037147,12,"[12, 31]"
24044,037148,15,"[42, 286, 15]"
24045,037149,15,"[42, 286, 15]"
24046,037150,15,"[42, 286, 15]"
24047,037151,15,"[42, 286, 15]"
24048,037152,15,"[42, 286, 15]"
24049,037153,15,"[42, 286, 15]"
24050,037154,15,"[42, 286, 15]"
24051,037155,15,"[42, 286, 15]"
24052,037156,15,"[42, 286, 15]"
24053,037157,15,"[42, 286, 15]"
24054,037158,15,"[42, 286, 15]"
24055,037159,15,"[42, 286, 15]"
24056,037160,15,"[42, 286, 15]"
24057,037161,15,"[42, 286, 15]"
24058,037162,15,"[42, 286, 15]"
24142,037319,12,"[89, 98, 12, 25]"
24146,037323,12,"[89, 98, 12, 25]"
24147,037324,10,"[10, 76]"
24148,037325,10,"[10, 76]"
24152,037329,12,"[12, 45, 53, 90, 31]"
24153,037330,12,"[12, 45, 53, 90, 31]"
24154,037331,12,"[12, 45, 53, 90, 31]"
24164,037368,10,"[10, 76]"
24165,037369,10,"[10, 76]"
24166,037385,15,"[240, 297, 15]"
24167,037386,15,"[240, 297, 15]"
24168,037387,15,"[240, 297, 15]"
24169,037388,15,"[240, 297, 15]"
24170,037389,15,"[240, 297, 15]"
24171,037390,15,"[240, 297, 15]"
24176,037416,21,"[539, 21]"
24177,037417,21,"[539, 21]"
24180,037423,21,"[539, 21]"
24249,037510,15,[15]
24258,037529,38,"[224, 38]"
24259,037530,38,"[224, 38]"
24261,037532,38,"[224, 38]"
24267,037538,38,"[224, 38]"
24305,037587,12,"[167, 361, 12, 109, 25, 31]"
24306,037588,12,"[167, 361, 12, 109, 25, 31]"
24307,037589,12,"[167, 361, 12, 109, 25, 31]"
24308,037590,12,"[167, 361, 12, 109, 25, 31]"
24309,037591,12,"[167, 361, 12, 109, 25, 31]"
24310,037592,12,"[167, 361, 12, 109, 25, 31]"
24340,037630,12,"[25, 12]"
24347,037637,12,"[25, 12]"
24397,037725,12,"[58, 12]"
24398,037726,12,"[58, 12]"
24399,037727,12,"[58, 12]"
24400,037728,12,"[58, 12]"
24401,037729,12,"[58, 12]"
24402,037730,12,"[58, 12]"
24403,037731,12,"[58, 12]"
24432,037768,38,"[32, 38]"
24440,037779,38,"[38, 6]"
24441,037780,38,"[38, 6]"
24442,037781,38,"[38, 6]"
24443,037782,38,"[38, 6]"
24444,037783,38,"[38, 6]"
24445,037784,38,"[38, 6]"
24446,037785,38,"[38, 6]"
24448,037787,38,"[38, 6]"
24469,037859,12,"[58, 12]"
24470,037860,12,"[58, 12]"
24471,037876,12,"[25, 12, 111]"
24485,037911,1235,"[107, 18, 1235]"
24491,037917,15,"[240, 297, 15]"
24492,037918,15,"[240, 297, 15]"
24493,037919,15,"[240, 297, 15]"
24494,037920,15,"[240, 297, 15]"
24495,037921,15,"[240, 297, 15]"
24499,037925,15,"[297, 15, 236, 183]"
24501,037927,15,"[297, 15, 236, 183]"
24502,037928,15,"[297, 15, 236, 183]"
24503,037929,15,"[297, 15, 236, 183]"
24504,037930,15,"[297, 15, 236, 183]"
24505,037931,15,"[297, 15, 236, 183]"
24508,037934,15,"[297, 15, 236, 183]"
24509,037935,15,"[297, 15, 236, 183]"
24511,037937,15,"[297, 15, 236, 183]"
24512,037938,15,"[297, 15, 236, 183]"
24513,037947,12,[12]
24531,037976,5,[5]
24532,037977,5,[5]
24533,037978,5,[5]
24534,037979,5,[5]
24556,038078,38,"[250, 38]"
24557,038079,38,"[250, 38]"
24559,038081,38,"[250, 38]"
24624,038200,38,[38]
24657,038265,12,"[12, 85]"
24684,038312,38,"[456, 38]"
24691,038321,2,"[2, 602, 79]"
24692,038323,2,"[2, 524, 117, 130]"
24693,038324,12,"[64, 25, 12]"
24694,038325,12,"[64, 25, 12]"
24695,038326,2,"[81, 2, 92]"
24700,038351,2,"[2, 79]"
24701,038352,2,"[2, 79]"
24702,038353,2,"[2, 79]"
24703,038354,2,"[2, 79]"
24709,038361,17,"[49, 17]"
24710,038362,17,"[49, 17]"
24711,038363,17,"[49, 17]"
24712,038364,17,"[49, 17]"
24713,038365,2,"[2, 79]"
24739,038399,17,[17]
24745,038405,12,"[45, 12, 53]"
24761,038421,12,"[25, 12, 71]"
24762,038422,12,"[25, 12, 71]"
24763,038423,12,"[25, 12, 71]"
24771,038435,12,"[58, 12]"
24786,038450,38,"[32, 38]"
24791,038455,38,"[32, 38]"
24797,038461,20,"[65, 20, 166]"
24849,038516,12,"[88, 25, 12]"
24850,038517,12,"[88, 25, 12]"
24852,038519,12,"[88, 25, 12]"
24853,038520,12,"[88, 25, 12]"
24854,038521,12,"[88, 25, 12]"
24855,038522,12,"[88, 25, 12]"
24856,038523,12,"[88, 25, 12]"
24885,038552,12,"[25, 12, 111]"
24889,038556,12,"[66, 12]"
24890,038557,12,"[12, 404, 85]"
24891,038558,12,"[66, 12]"
24893,038560,2,"[2, 79]"
24945,038613,12,[12]
24946,038614,12,[12]
24949,038617,12,"[58, 12]"
24950,038618,12,"[26, 12]"
24951,038619,12,"[26, 12]"
24952,038620,12,"[26, 12]"
24953,038621,12,"[26, 12]"
24954,038622,12,"[26, 12]"
24979,038666,15,"[185, 15]"
24981,038668,15,"[185, 15]"
24982,038669,15,"[185, 15]"
24983,038670,15,"[185, 15]"
24984,038671,15,"[185, 15]"
24991,038678,15,"[297, 15]"
24992,038679,15,"[297, 15]"
25004,038691,15,"[297, 15]"
25005,038692,15,"[297, 15]"
25018,038743,12,"[58, 12]"
25020,038745,12,"[58, 12]"
25023,038748,12,"[58, 12]"
25025,038750,38,"[1, 38]"
25118,038845,38,"[1, 38, 41, 247, 30]"
25120,038847,38,"[1, 38, 41, 247, 30]"
25136,038864,38,"[1, 38, 41, 247, 30]"
25137,038865,38,"[1, 38, 41, 247, 30]"
25138,038866,38,"[1, 38, 41, 247, 30]"
25147,038876,38,"[1, 38, 41, 247, 30]"
25148,038877,38,"[1, 38, 41, 247, 30]"
25149,038878,15,"[184, 42, 15]"
25208,038954,21,[21]
25209,038955,10,[10]
25210,038956,5,[5]
25215,038961,10,[10]
25217,038964,38,"[250, 38]"
25218,038965,38,"[250, 38]"
25219,038966,38,"[250, 38]"
25220,038967,38,"[250, 38]"
25267,039018,38,"[1, 247, 38, 30]"
25325,039113,15,[15]
25326,039114,15,[15]
25328,039116,15,[15]
25329,039117,15,[15]
25381,039186,38,"[32, 1, 38]"
25382,039188,38,"[32, 1, 38]"
25388,039196,38,"[1, 38]"
25389,039198,38,"[32, 1, 38]"
25390,039199,38,"[32, 1, 38]"
25431,039259,38,[38]
25435,039278,38,"[1, 38]"
25436,039282,38,"[32, 1, 38]"
25445,039291,15,"[296, 15]"
25451,039298,12,[12]
25496,039357,2,"[2, 79]"
25497,039359,12,[12]
25502,039377,38,"[32, 1, 38]"
25503,039378,38,"[32, 1, 38]"
25543,039434,12,"[25, 12, 109]"
25544,039435,12,"[25, 12, 109]"
25545,039436,12,"[25, 12, 109]"
25546,039437,12,"[25, 12, 109]"
25547,039438,12,"[25, 12, 109]"
25548,039439,12,"[25, 12, 109]"
25549,039440,12,"[25, 12, 109]"
25591,039484,38,"[32, 1, 38]"
25593,039488,17,[17]
25616,039511,15,"[468, 15]"
25617,039512,15,"[468, 15]"
25618,039513,15,"[468, 15]"
25629,039524,15,"[297, 15]"
25630,039525,15,"[297, 15]"
25631,039526,15,"[297, 15]"
25632,039527,15,"[297, 15]"
25633,039528,15,"[297, 15]"
25634,039529,15,"[297, 15]"
25635,039530,10,"[10, 362]"
25641,039536,10,"[10, 362]"
25657,039552,4,[4]
25658,039553,4,[4]
25659,039554,4,[4]
25660,039555,4,[4]
25661,039556,4,[4]
25662,039557,4,[4]
25663,039558,4,[4]
25720,039658,10,"[10, 76]"
25721,039659,10,"[10, 76]"
25722,039660,10,"[10, 76]"
25723,039661,10,"[10, 76]"
25724,039662,10,"[10, 76]"
25725,039663,10,"[10, 76]"
25726,039664,10,"[10, 76]"
25727,039665,10,"[10, 76]"
25728,039666,10,"[10, 76]"
25729,039667,10,"[10, 76]"
25744,039683,15,"[181, 15]"
25746,039685,15,"[181, 15]"
25747,039686,15,"[181, 15]"
25748,039687,15,"[181, 15]"
25774,039722,38,"[1, 38, 41, 247, 30]"
25810,039761,12,"[25, 12, 111]"
25814,039765,12,"[25, 12, 111]"
25817,039768,12,"[25, 12, 111]"
25818,039769,12,"[25, 12, 111]"
25837,039788,38,[38]
25874,039847,15,[15]
25875,039848,15,[15]
25876,039850,15,[15]
25877,039855,15,[15]
25889,039872,38,"[32, 1, 38]"
25892,039875,38,"[32, 1, 38]"
25895,039878,38,"[32, 1, 38]"
25910,039893,38,"[32, 1, 38]"
25912,039895,38,"[32, 1, 38]"
25913,039896,38,"[32, 1, 38]"
25916,039899,38,"[32, 1, 38]"
25917,039900,38,"[32, 1, 38]"
25921,039904,38,"[32, 1, 38]"
25923,039928,15,[15]
25954,039965,12,"[58, 12, 359]"
25966,039984,15,"[42, 15]"
25967,039985,15,"[42, 15]"
25969,039987,15,"[42, 15]"
25970,039988,15,"[42, 15]"
25975,039993,15,"[42, 15]"
25978,039996,15,"[42, 15]"
25979,039997,15,"[42, 15]"
26042,040077,15,"[185, 468, 15]"
26043,040078,15,"[185, 468, 15]"
26044,040079,15,"[185, 468, 15]"
26045,040080,15,"[185, 468, 15]"
26046,040081,15,"[185, 468, 15]"
26086,040121,38,"[38, 47]"
26087,040122,38,"[38, 47]"
26088,040123,38,"[38, 47]"
26096,040131,12,"[361, 12, 45, 109, 53, 25, 90, 31]"
26097,040132,12,"[361, 12, 45, 109, 53, 25, 90, 31]"
26098,040133,12,"[361, 12, 45, 109, 53, 25, 90, 31]"
26099,040134,12,"[361, 12, 45, 109, 53, 25, 90, 31]"
26101,040136,12,"[66, 12]"
26103,040139,12,"[66, 12]"
26104,040140,12,"[66, 12]"
26105,040141,12,"[66, 12]"
26111,040147,38,[38]
26116,040152,38,[38]
26125,040161,38,[38]
26126,040162,38,[38]
26130,040173,38,"[41, 514, 38]"
26131,040174,38,"[41, 514, 38]"
26132,040175,38,"[41, 514, 38]"
26133,040176,38,"[41, 514, 38]"
26134,040177,38,"[41, 514, 38]"
26135,040178,38,"[41, 514, 38]"
26136,040179,38,"[41, 514, 38]"
26137,040180,38,"[41, 514, 38]"
26138,040181,38,"[41, 514, 38]"
26139,040182,38,"[41, 514, 38]"
26197,040246,12,"[66, 27, 12]"
26198,040248,12,"[66, 27, 12]"
26199,040249,12,"[66, 27, 12]"
26200,040250,1235,"[107, 1235]"
26213,040265,15,"[286, 15]"
26217,040269,12,"[25, 12, 109]"
26220,040272,12,"[25, 12, 109]"
26224,040276,12,"[25, 12, 109]"
26225,040277,12,"[25, 12, 109]"
26227,040279,12,"[25, 12, 109]"
26228,040280,12,"[25, 12, 109]"
26229,040281,12,"[25, 12, 109]"
26289,040341,12,"[45, 12, 53, 359]"
26290,040342,12,"[45, 12, 53, 359]"
26299,040351,12,"[12, 109, 45, 53, 25, 90]"
26300,040352,12,"[12, 109, 45, 53, 25, 90]"
26301,040353,12,"[12, 109, 45, 53, 25, 90]"
26302,040354,12,"[12, 109, 45, 53, 25, 90]"
26306,040358,12,"[12, 109, 45, 53, 25, 90]"
26307,040369,15,"[468, 15]"
26308,040370,15,"[468, 15]"
26309,040373,15,"[468, 15]"
26319,040399,38,"[32, 38, 47]"
26320,040400,38,"[32, 38, 47]"
26321,040401,38,"[32, 38, 47]"
26322,040402,38,"[32, 38, 47]"
26323,040403,38,"[32, 38, 47]"
26332,040414,12,"[89, 25, 12, 71]"
26334,040416,12,"[89, 25, 12, 71]"
26335,040417,12,"[89, 25, 12, 71]"
26336,040418,12,"[89, 25, 12, 71]"
26338,040421,12,"[89, 25, 12, 71]"
26377,040504,15,"[236, 15]"
26378,040505,15,"[236, 15]"
